Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
Litware Washer & Dryer 25.5in M350 Azul,Lavadoras y secadoras,Electrodomésticos,Azul,09/09/2015,51,"499,9","Davis, Nicholas",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/08/2022,331
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,09/09/2015,1,250,"Flores, Emily",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,19/08/2022,163
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,09/09/2015,1,"126,9","Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Revendedora,Tienda Ciudad de México,México,19/08/2022,94
SV Videos de Auto TFT7 M7002 Negro,Videos de Auto,TV y Video,Negro,09/09/2015,1,1818,"Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Revendedora,Tienda Ciudad de México,México,19/08/2022,1139
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,1,250,"Sun, Kristen",Femenino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,19/08/2022,185
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,09/09/2015,51,250,"Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,19/08/2022,173
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,31/08/2015,1,"59,99","Lopez, Stefanie",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,10/08/2022,41
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,31/08/2015,1,250,"Sandberg, Nicole",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/08/2022,168
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,31/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,10/08/2022,150
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,30/08/2015,1,"59,99","Shen, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,09/08/2022,36
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,30/08/2015,3,"25,69","Lopez, Stefanie",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,09/08/2022,16
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,30/08/2015,1,"25,69","Shen, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,09/08/2022,17
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,30/08/2015,2,"59,99","Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,09/08/2022,36
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,30/08/2015,1,"25,69","Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,09/08/2022,17
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,30/08/2015,1,"16,99","Mehta, Allen",Masculino,10000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,09/08/2022,11
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,30/08/2015,1,"59,99","Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Monterrey,México,09/08/2022,40
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,30/08/2015,1,"25,69","Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Monterrey,México,09/08/2022,18
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,30/08/2015,1,"16,99","Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Monterrey,México,09/08/2022,12
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,30/08/2015,1,250,"Sandberg, Nicole",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,09/08/2022,181
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,30/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,09/08/2022,159
Fabrikam Refrigerator 3.2CuFt E1600 Azul,Refrigeradores,Electrodomésticos,Azul,30/08/2015,51,"279,99","Jenkins, Megan",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,09/08/2022,184
Contoso 4G MP3 Player E400 Dorado,MP4&MP3,Audio,Dorado,30/08/2015,1,"59,99","Zhou, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,09/08/2022,42
NT Azultooth Stereo Audífonos E52 Azul,Audífonos Azultooth,Audio,Azul,30/08/2015,1,"25,69","Zhou, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,09/08/2022,16
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,30/08/2015,51,"16,99","Li, Logan",Masculino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,09/08/2022,12
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,29/08/2015,1,"16,99","Blanco, Dana",Femenino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,08/08/2022,12
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,29/08/2015,2,"16,99","Sun, Kristen",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,08/08/2022,12
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,29/08/2015,4,"16,99","Mehta, Bryant",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,08/08/2022,11
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,29/08/2015,1,"16,99","He, Ronnie",Masculino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,08/08/2022,11
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,29/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,08/08/2022,166
Fabrikam Refrigerator 3.2CuFt E1600 Azul,Refrigeradores,Electrodomésticos,Azul,29/08/2015,1,"279,99","Jenkins, Megan",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,08/08/2022,185
SV Hand Games for Office worker L28 Negro,Juegos en caja,Juegos y juguetes,Negro,29/08/2015,1,"16,99","Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,08/08/2022,11
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,28/08/2015,3,"126,9","Gill, Robin",Femenino,20000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,07/08/2022,81
Contoso Battery charger - bike E200 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,28/08/2015,2,999,"Gill, Robin",Femenino,20000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,07/08/2022,635
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,28/08/2015,1,"126,9","Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,07/08/2022,90
Contoso Coffee Maker Auto 5C E0900 Dorado,Máquinas de café,Electrodomésticos,Dorado,28/08/2015,1,1599,"Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,07/08/2022,1176
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,28/08/2015,1,"126,9","Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,07/08/2022,83
Contoso Coffee Maker Super-Auto 12C X1250 Dorado,Máquinas de café,Electrodomésticos,Dorado,28/08/2015,1,1599,"Subram, Stanley",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,07/08/2022,1127
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,28/08/2015,1,"126,9","Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,07/08/2022,95
Contoso Coffee Maker 4C E0800 Negro,Máquinas de café,Electrodomésticos,Negro,28/08/2015,1,1599,"Zhu, Susan",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,07/08/2022,1129
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,28/08/2015,3,"126,9","Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,07/08/2022,78
Contoso Coffee Maker Auto 10C M1000 Dorado,Máquinas de café,Electrodomésticos,Dorado,28/08/2015,1,1599,"Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,07/08/2022,1050
Litware 17'' Oscillating Pedestal Fan M125 Azul,Ventiladores,Electrodomésticos,Azul,28/08/2015,2,856,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,07/08/2022,526
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,28/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,07/08/2022,181
The Teléfono Company PDA Teléfono 4.7 inches L360 Blanco,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Blanco,27/08/2015,51,402,"Henderson, Ashley",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,06/08/2022,246
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,27/08/2015,2,250,"Sun, Kristen",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,168
MGS Combat Flight Simulator 2009 E177,Juegos para Descargar,Juegos y juguetes,Azul,27/08/2015,3,32,"Gill, Robin",Femenino,20000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,21
Contoso Optical USB Mouse M45 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,2,"50,99","Mehta, Allen",Masculino,10000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,06/08/2022,36
SV Keyboard E90 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"41,73","Mehta, Allen",Masculino,10000,Casado,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,06/08/2022,31
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,27/08/2015,1,250,"Zhou, Edwin",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,173
Contoso Optical USB Mouse M45 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"50,99","Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Monterrey,México,06/08/2022,33
SV Keyboard E90 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"41,73","Deng, Lindsey",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Monterrey,México,06/08/2022,27
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,27/08/2015,1,250,"Lopez, Stefanie",Femenino,20000,Casado,Entre 26 y 40 años,Tienda,Tienda Monterrey,México,06/08/2022,177
Contoso Optical USB Mouse M45 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"50,99","Li, Logan",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,06/08/2022,32
SV Keyboard E90 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"41,73","Li, Logan",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,06/08/2022,30
MGS Combat Flight Simulator 2009 E177,Juegos para Descargar,Juegos y juguetes,Azul,27/08/2015,1,32,"Shan, Maurice",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,06/08/2022,22
Contoso Optical USB Mouse M45 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"50,99","Blanco, Dana",Femenino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,32
SV Keyboard E90 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"41,73","Blanco, Dana",Femenino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,28
MGS Combat Flight Simulator 2009 E177,Juegos para Descargar,Juegos y juguetes,Azul,27/08/2015,1,32,"Tang, Dale",Masculino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,06/08/2022,20
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,27/08/2015,1,250,"Mehta, Bryant",Masculino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,06/08/2022,183
MGS Combat Flight Simulator 2009 E177,Juegos para Descargar,Juegos y juguetes,Azul,27/08/2015,1,32,"Mehta, Candace",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,06/08/2022,23
Litware 17'' Oscillating Pedestal Fan M125 Amarillo,Ventiladores,Electrodomésticos,Amarillo,27/08/2015,1,856,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,06/08/2022,532
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,27/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,06/08/2022,157
Contoso Optical USB Mouse M45 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"50,99","Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,06/08/2022,38
SV Keyboard E90 Blanco,Accesorios de Computadoras,Computadoras,Blanco,27/08/2015,1,"41,73","Sandberg, Abby",Femenino,30000,Casado,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,06/08/2022,28
SV Hand Games women M40 Negro,Juegos en caja,Juegos y juguetes,Negro,27/08/2015,1,250,"He, Ronnie",Masculino,40000,Casado,Entre 41 y 50 años,Revendedora,Tienda Ciudad de México,México,06/08/2022,164
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,1,208,"Zhou, Tamara",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,05/08/2022,130
Contoso Projector 480p M480 Negro,Proyectores y pantallas,Computadoras,Negro,26/08/2015,1,229,"Moreno, Arthur",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,05/08/2022,148
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,1,208,"Guo, Suzanne",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Ciudad de México,México,05/08/2022,126
Contoso Projector 480p M480 Negro,Proyectores y pantallas,Computadoras,Negro,26/08/2015,1,229,"Zheng, Colin",Masculino,110000,Soltero,Mayor a 61 años,Tienda,Tienda Monterrey,México,05/08/2022,141
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,1,208,"Young, Janet",Femenino,10000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,05/08/2022,135
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,1,208,"Ward, Brianna",Femenino,100000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,05/08/2022,144
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,51,208,"Alonso, Monique",Femenino,90000,Soltero,Mayor a 61 años,Tienda,Tienda Ciudad de México,México,05/08/2022,137
Litware 17'' Oscillating Pedestal Fan M125 Rosa,Ventiladores,Electrodomésticos,Rosa,26/08/2015,1,860,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,05/08/2022,635
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,26/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,05/08/2022,185
Contoso Projector 480p M480 Negro,Proyectores y pantallas,Computadoras,Negro,26/08/2015,51,229,"Shan, Kelvin",Masculino,30000,Soltero,Entre 51 y 60 años,Revendedora,Tienda Ciudad de México,México,05/08/2022,147
The Teléfono Company Smart phone 160x160 M26 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,26/08/2015,1,208,"Sun, Wesley",Masculino,100000,Soltero,Mayor a 61 años,Revendedora,Tienda Ciudad de México,México,05/08/2022,129
Litware 20'' Weather-Shield Performance Box Fan E1601 Blanco,Ventiladores,Electrodomésticos,Blanco,25/08/2015,1,860,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,04/08/2022,567
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,25/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,04/08/2022,159
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,25/08/2015,4,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,04/08/2022,169
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,24/08/2015,1,"126,9","Stewart, Mason",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,03/08/2022,77
Adventure Works Coffee Maker Auto 5C E090 Gris Plata,Máquinas de café,Electrodomésticos,Gris Plata,24/08/2015,1,1599,"Stewart, Mason",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Ciudad de México,México,03/08/2022,1170
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,24/08/2015,2,"126,9","Vazquez, Desiree",Femenino,10000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,03/08/2022,94
Adventure Works Coffee Maker Auto 10C M100 Blanco,Máquinas de café,Electrodomésticos,Blanco,24/08/2015,1,1599,"Vazquez, Desiree",Femenino,10000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,03/08/2022,1161
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,24/08/2015,4,"126,9","Luo, Willie",Masculino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,03/08/2022,92
Adventure Works Coffee Maker Super-Auto 12C X125 Gris Plata,Máquinas de café,Electrodomésticos,Gris Plata,24/08/2015,1,1599,"Luo, Willie",Masculino,30000,Soltero,Entre 51 y 60 años,Tienda,Tienda Monterrey,México,03/08/2022,1018
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,24/08/2015,1,"126,9","Jimenez, Pedro",Masculino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,03/08/2022,94
Adventure Works Coffee Maker Auto 5C E090 Blanco,Máquinas de café,Electrodomésticos,Blanco,24/08/2015,1,1599,"Jimenez, Pedro",Masculino,20000,Soltero,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,03/08/2022,1008
SV 16xDVD M360 Negro,VCD & DVD,TV y Video,Negro,24/08/2015,1,"126,9","Nath, Brad",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,03/08/2022,84
Adventure Works Coffee Maker 12C M100 Gris Plata,Máquinas de café,Electrodomésticos,Gris Plata,24/08/2015,1,1599,"Nath, Brad",Masculino,110000,Casado,Mayor a 61 años,Tienda,Tienda Monterrey,México,03/08/2022,967
Litware 20'' Weather-Shield Performance Box Fan E1601 Amarillo,Ventiladores,Electrodomésticos,Amarillo,24/08/2015,1,860,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,03/08/2022,604
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,24/08/2015,1,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,03/08/2022,166
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Rosa,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rosa,24/08/2015,4,250,"King, Caleb",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,03/08/2022,161
Litware 20'' Weather-Shield Performance Box Fan E1601 Naranja,Ventiladores,Electrodomésticos,Naranja,23/08/2015,3,860,"Taylor, Joshua",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,02/08/2022,556
SV 40GB USB2.0 Portable Hard Disk E400 Dorado,Accesorios de Computadoras,Computadoras,Dorado,22/08/2015,1,"75,99","Liu, Tiffany",Femenino,30000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,01/08/2022,52
MGS Hand Games women M400 Dorado,Juegos en caja,Juegos y juguetes,Dorado,22/08/2015,1,250,"Li, Louis",Masculino,10000,Casado,Entre 51 y 60 años,Tienda,Tienda Ciudad de México,México,01/08/2022,175
